exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
2,0.8443750143051147,0.02512480691075325,0.031397219747304916,49.900001525878906,1.600000023841858,13.699999809265137,16.0,7.0,0.0018412794452160597,52452.0,7
