exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
0,0.9009374976158142,0.02127162367105484,0.022744785994291306,49.79999923706055,1.600000023841858,13.699999809265137,64.0,6.0,0.002159591531381011,40179.0,6
