exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
9,0.7400000095367432,0.04518360272049904,0.0442095547914505,49.599998474121094,1.600000023841858,13.699999809265137,16.0,9.0,0.0071604750119149685,6264.0,9
