exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
15,0.8687499761581421,0.025181597098708153,0.030127888545393944,49.599998474121094,1.600000023841858,13.699999809265137,16.0,10.0,0.0005219028680585325,13131.0,10
