exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
12,0.9081249833106995,0.016112757846713066,0.0230722576379776,49.599998474121094,1.600000023841858,13.699999809265137,64.0,6.0,0.0006698383949697018,34351.0,6
