exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
13,0.8089062571525574,0.037425898015499115,0.03536359593272209,48.20000076293945,1.600000023841858,13.699999809265137,64.0,6.0,0.005983104929327965,15953.0,6
