exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
4,0.745312511920929,0.02837434411048889,0.04195170849561691,49.79999923706055,1.600000023841858,13.699999809265137,32.0,10.0,0.007034770213067532,60337.0,10
