exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
14,0.9170312285423279,0.019203687086701393,0.020629487931728363,49.70000076293945,1.600000023841858,13.699999809265137,64.0,10.0,0.0013091200962662697,84616.0,10
