exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
6,0.840624988079071,0.029158418998122215,0.035386014729738235,49.5,1.600000023841858,13.699999809265137,32.0,8.0,0.00017567533359397203,89237.0,8
