exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
3,0.7387499809265137,0.025048518553376198,0.04464726150035858,49.400001525878906,1.600000023841858,13.699999809265137,16.0,11.0,0.0075220209546387196,95279.0,11
