exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
8,0.9073437452316284,0.020214678719639778,0.02393309399485588,49.20000076293945,1.600000023841858,13.699999809265137,64.0,10.0,0.00034987711114808917,96982.0,10
