exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
18,0.8631250262260437,0.031209418550133705,0.03219263255596161,49.599998474121094,1.600000023841858,13.699999809265137,64.0,8.0,0.00013914552982896566,30192.0,8
