exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
10,0.7959374785423279,0.03786008432507515,0.03811659663915634,49.599998474121094,1.600000023841858,13.699999809265137,32.0,6.0,0.006478967610746622,7556.0,6
