exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
5,0.9125000238418579,0.02103915810585022,0.021333295851945877,46.20000076293945,1.600000023841858,13.699999809265137,64.0,11.0,0.0007996728527359664,66050.0,11
