exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
11,0.8668749928474426,0.019543826580047607,0.031033707782626152,48.900001525878906,1.600000023841858,13.699999809265137,32.0,6.0,0.0005392118473537266,2164.0,6
