exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
19,0.8831250071525574,0.018212879076600075,0.02867220714688301,49.5,1.600000023841858,13.699999809265137,16.0,12.0,0.0005053352215327322,34208.0,12
