exp,ACC_val,MSE_train,MSE_val,cpu_usage,disk_usage,memory_usage,param_batch_size,param_epochs,param_lr,param_seed,epochs
16,0.8899999856948853,0.013951758854091167,0.024634115397930145,49.599998474121094,1.600000023841858,13.699999809265137,32.0,9.0,0.0010137715144082904,26119.0,9
